;;1024 tuiles;256 tuiles;64 tuiles;16 tuiles;4 tuiles;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;281,522783;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;71,2260859;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,714085579;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,56922555;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,541446924;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,498002291;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,470685005;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,521163702;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,587208748;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,58377552;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,592726707;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,656975508;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,651704788;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,763959408;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,360433578;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;11,03041553;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;2,793985128;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;23,51928329;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,971371412;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,053592682;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;19,03585958;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;284,1181948;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;305,7247467;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,0253696;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,0154788;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;303,0876803;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;294,9441469;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;303,9039464;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;305,3279636;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;296,2775073;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;297,6697488;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,9332552;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;294,9645011;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;75,37319732;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,86804986;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,580661535;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,533643007;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,497485876;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,431326389;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,519372702;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,517865181;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,539996147;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,581843615;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,611481428;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,656203508;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,716781855;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,794298172;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,834155798;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,907065392;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,103243828;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,827106714;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,877391815;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,700424671;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;132,5922973;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;300,3000381;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,8926566;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,6094525;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;296,1443493;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;301,1123853;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;304,921982;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;306,986479;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;305,8697672;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;284,7885265;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;300,4454644;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;203,8388264;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;14,36496997;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,913699627;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,581735134;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,524098158;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,510829687;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,402472019;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,526253939;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,506143332;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,512825727;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,507447958;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,513023853;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,533367634;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,624437094;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,739598751;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,696887016;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,676368952;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,674476862;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,713428259;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,779986858;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,163072348;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;16,90925384;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;126,7324636;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;299,3422842;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;271,5547218;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;249,5604398;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;298,1133142;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;303,4585106;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;302,5491073;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;303,690711;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;298,8744378;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;272,3979938;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;90,26540041;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,876937151;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,6482687;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,558815002;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,528989315;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,501623154;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,384876966;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,481312752;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,510440826;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,507201195;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,50454855;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,507796288;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,511729002;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,547824621;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,537164211;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,613949537;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,641551495;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,661014318;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,661007166;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,696620941;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,771495819;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,977080584;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;87,7663343;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;186,550221;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;238,6724126;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;293,5060186;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;301,0989721;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;302,0748947;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;301,5056458;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;300,8266785;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;221,7950408;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;87,57538605;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;101,5269673;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,604344606;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,644989014;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,536539555;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,502216816;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,504035234;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,371865511;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,442604065;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,513189554;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,512033939;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,518636942;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,519172192;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,517063618;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,512057066;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,521311283;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,520754576;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,598588705;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,579724312;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,615469217;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,656615973;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,688946486;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,124563456;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;4,339787722;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,614233971;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;27,64527416;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;61,18908286;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;165,0041749;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;287,6969662;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;140,1055489;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;46,36141968;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;22,02056646;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,970521212;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;2,698262215;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,036025047;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,602581739;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,512862921;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,496315241;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,517999887;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,365408897;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,40294838;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,479014397;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,522665262;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,515588284;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,515696764;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,511519194;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,516858339;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,512778521;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,515116692;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,514317989;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,584353209;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,591100931;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,585986853;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,599313498;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,693516731;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,789529324;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,778027534;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,859474421;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,297829628;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;190,3264096;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;295,8514957;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;151,6493397;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,010519505;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,802505732;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,708192587;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,780240536;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,616875887;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,544633865;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,525628805;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,514672041;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,479941368;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,364818573;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,382936954;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,451350689;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,486452818;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,539317131;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,505724907;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,514587402;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,518835306;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,506203651;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,509889364;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,514038801;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,520662308;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,578029394;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,601789713;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,576348305;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,593492746;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,635769606;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,701253653;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,750565767;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,38347435;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;68,83482742;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;220,3042874;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;43,59353566;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;1,172891378;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,68163538;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,662506342;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,607348204;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,587469578;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,510899067;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,513793468;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,504121304;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,418611288;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,365579128;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,367848635;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,403663158;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,442503452;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,506835461;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,521312237;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,52052784;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,50986743;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,514809847;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,518518448;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,502194166;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,505339622;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,513530254;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,545981407;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,610811472;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,609285831;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,596776724;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
make_tuile_by_engine;15;0,613897324;G and BW;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
